avg_word_len,type_token_ratio,avg_sentence_len,comma_freq,semicolon_freq,punctuation_ratio,uppercase_ratio,digit_ratio,flesch_reading_ease,gunning_fog,label
0.3366600027919784,0.014575630317651467,6.981484797036581,0.024056810494113443,0.015165025619143657,0.014243386572888685,0.03836217876686697,0.0,14.543127459293771,4.097919122585546,1
0.31488440404142715,0.016223495259224896,1.1480652306310413,0.008952055937445011,0.003539138096378987,0.001834494351502021,0.006368291504399812,0.0,8.003435894607918,1.4832880498941758,1
0.3318250102197924,0.019558281801876576,0.9594683617046629,0.016963038985494068,0.004198252938846389,0.011575844879239884,0.0030991184355419615,0.0012432347322473662,8.836309599336289,1.3855891050810758,1
0.06028551104788793,0.03584951028954042,5.898558110458796,0.025111799230592535,0.012681031332415167,0.015082900484580344,0.058018876577457607,0.0002363566000178149,8.697384242922851,3.1586995439528955,1
0.10150054760527283,0.011700196119097783,4.504929865684414,0.013880065348775436,0.01570153511405108,0.005089497243308927,0.03874666489972612,0.0013505961251862892,8.354451614697965,3.0445738172281267,1
0.026422199569235083,0.015688771197047258,1.0216836734693882,0.009128354461089623,0.0008012176786712298,0.008846120120216037,0.00035664651396483116,0.0014682631180702181,2.0864032659156493,0.49705668793590085,1
0.06518292309442408,0.0037170882808466588,0.6080800593031874,0.0011699027851911487,0.0005162622612287042,0.0019805229490026527,0.005064207078402341,0.0002829362697698812,0.7038865939694006,0.2690976380296153,1
0.029966856352394267,0.010087140216530233,0.7310083907701515,0.0029354523417620543,0.0002640612622128334,0.0007877015528189972,0.002968632911930051,0.00023383205846721448,0.11640237922280505,0.13259825319181218,1
0.09505090700149399,0.005378797456288775,1.5195214105793458,0.0011782089538261709,0.0007747255650740711,0.002017206060278661,4.6971160973637016e-05,0.00028643366923393303,1.5935841809882305,0.37657619405445786,1
0.17264957881305065,0.08915036750806404,5.3680936000339745,0.009365861265546206,0.0,0.016074927001173724,0.1750755755017519,0.0018591460562522285,10.747966553184114,3.268238256013772,1
0.022024903821675323,0.027288340915623044,3.2398610508033006,0.01681377950373185,0.0005521631884183673,0.002672300436501171,0.003451724781942306,0.0005569689040176174,3.244772408057486,1.5308937161325495,1
0.3652842771015594,0.05850557011964297,3.477992506940513,0.017313832606092774,0.0,0.007683793542105716,0.018950088937061654,0.011943577238363546,0.7373636076453067,0.3120437552949369,1
0.20784304197610037,0.053337741651746984,3.922675156584889,0.018056594797286843,0.0,0.0025955075102615487,0.01492594462952162,0.010550640834314413,5.571855524471559,1.686602748268431,1
0.04273648739201796,0.0385008547155386,0.7765849389777006,0.006182228181760702,0.0,0.0020422561038703838,0.029832763451495804,0.011654001230926286,1.2964425539089461,1.6144880460967315,1
0.16319029294765297,0.03417830849590764,2.5247142415817105,0.0005144749289079376,0.0,0.0033469633901868495,0.016683464558505216,0.01194137871333889,2.2858101429743556,1.5673658229640584,1
0.15558883439777826,0.008409324013342212,8.534004474272932,0.0013600033326725547,0.0,0.011559699949961515,0.0023248027610964957,0.0021854946619025246,7.554533266122618,2.6914949660621375,1
0.2904318323519126,0.016674137639846598,1.1434417604003464,0.015944099120482322,0.0,0.003777880464796511,0.006164641114211208,9.465931688552886e-05,3.093515588748275,1.45759305975068,1
0.19881560109573115,0.019831658268140373,1.418881118881119,0.007755032999332667,0.0,0.0014354653756045443,0.0018641083477968258,0.0005044823999582145,1.6053091918938946,0.8666509410483361,1
0.11378210272681333,0.012236011006317493,3.1553571428571434,0.02332558752974344,0.0,0.0018614304089274135,0.001981400197354627,0.0028283698645408767,7.748977020571132,2.5186978874323582,1
